gender,birth_year,jan_1,jan_2,jan_3,jan_4,feb_1,feb_2,feb_3,feb_4,mar_1,mar_2,mar_3,mar_4,apr_1,apr_2,apr_3,apr_4,may_1,may_2,may_3,may_4,jun_1,jun_2,jun_3,jun_4,jul_1,jul_2,jul_3,jul_4,aug_1,aug_2,aug_3,aug_4,sep_1,sep_2,sep_3,sep_4,oct_1,oct_2,oct_3,oct_4,nov_1,nov_2,nov_3,nov_4,dec_1,dec_2,dec_3,dec_4,churn_1,churn_2,churn_3,churn_4,churn_5,churn_6,churn_7,churn_8,churn_9,churn_10,dec_churn
male,1963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1127.79,1.0,1127.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8889.93,1.0,8889.93,1.0,1288.0,1.0,1288.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
male,1988.0,0.0,0.0,0.0,0.0,368.5,1.0,637.75,2.0,608.5,2.0,832.75,3.0,100.0,0.0,355.0,1.0,100.0,0.0,697.0,1.0,574.0,1.0,574.0,1.0,396.25,1.0,396.25,1.0,0.0,0.0,0.0,0.0,3824.97,1.0,4072.47,2.0,100.0,0.0,910.0,3.0,100.0,0.0,1493.86,1.0,1166.4,2.0,1413.9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1965.0,100.0,0.0,850.0,2.0,820.0,1.0,3443.56,6.0,970.0,1.0,10779.07,4.0,716.59,2.0,8637.88,3.0,100.0,0.0,7675.71,2.0,100.0,0.0,238.0,1.0,6812.2,1.0,13019.08,3.0,100.0,0.0,12043.57,4.0,100.0,0.0,9050.65,1.0,2939.67,2.0,10596.57,4.0,8280.69,2.0,9706.71,5.0,650.71,1.0,7084.03,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1966.0,100.0,0.0,1935.93,1.0,610.0,1.0,3815.13,3.0,100.0,0.0,1982.89,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,693.0,1.0,100.0,0.0,1037.5,1.0,430.0,1.0,430.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,3586.78,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1953.0,100.0,0.0,5673.33,5.0,100.0,0.0,3864.72,3.0,100.0,0.0,9003.13,8.0,2279.14,1.0,6696.68,4.0,2415.67,1.0,5028.24,3.0,100.0,0.0,1148.26,2.0,1584.34,2.0,6489.36,6.0,2903.55,2.0,14782.31,7.0,100.0,0.0,6977.98,4.0,2621.5,1.0,5861.02,7.0,100.0,0.0,5832.27,7.0,100.0,0.0,6351.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1245.67,1.0,1245.67,1.0,100.0,0.0,340.42,1.0,0.0,0.0,0.0,0.0,283.74,2.0,283.74,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1954.0,13114.0,1.0,47003.19,5.0,100.0,0.0,24657.82,2.0,100.0,0.0,69497.31,6.0,12131.07,1.0,72548.98,5.0,5088.89,1.0,32064.66,5.0,30236.74,3.0,83762.33,7.0,31197.11,2.0,104056.45,8.0,32828.14,2.0,66979.84,7.0,0.0,0.0,0.0,0.0,100.0,0.0,21452.4,1.0,28500.91,1.0,43722.93,3.0,51663.04,2.0,120452.35,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1978.0,2548.99,1.0,5880.49,3.0,0.0,0.0,0.0,0.0,2652.64,1.0,4235.14,2.0,730.0,1.0,2197.93,2.0,1130.5,1.0,1130.5,1.0,982.72,2.0,3451.72,4.0,100.0,0.0,8528.08,2.0,1487.5,1.0,4448.08,3.0,100.0,0.0,5643.03,5.0,100.0,0.0,2866.75,2.0,2195.5,2.0,2282.5,3.0,967.0,1.0,2921.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1986.0,1934.5,1.0,1934.5,1.0,100.0,0.0,2552.5,1.0,100.0,0.0,8659.75,1.0,2147.5,1.0,2147.5,1.0,2031.21,1.0,2361.21,2.0,0.0,0.0,0.0,0.0,6960.82,1.0,8898.82,3.0,100.0,0.0,6674.5,1.0,15975.16,3.0,16245.16,4.0,3092.94,1.0,13296.94,3.0,10630.59,5.0,23580.09,10.0,27459.84,9.0,29677.68,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1984.0,0.0,0.0,0.0,0.0,100.0,0.0,17188.2,3.0,9594.41,1.0,10359.41,2.0,100.0,0.0,31840.69,3.0,100.0,0.0,22786.15,4.0,3001.63,1.0,6329.41,3.0,100.0,0.0,24466.84,2.0,100.0,0.0,14278.86,4.0,6986.84,2.0,6986.84,2.0,100.0,0.0,6213.12,1.0,100.0,0.0,27804.94,8.0,2578.0,1.0,4073.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1982.0,6783.25,2.0,8799.82,5.0,820.0,1.0,17843.55,8.0,5213.5,1.0,30413.25,5.0,7844.59,3.0,41740.12,8.0,5006.95,2.0,27080.23,9.0,820.0,1.0,7580.56,5.0,2987.95,1.0,12924.79,5.0,8278.0,2.0,21059.29,7.0,100.0,0.0,20360.85,5.0,1165.0,1.0,35669.46,6.0,10206.81,1.0,46043.95,7.0,12868.06,3.0,36237.43,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1988.0,100.0,0.0,898.75,1.0,100.0,0.0,2779.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,482.5,1.0,100.0,0.0,3380.01,3.0,0.0,0.0,0.0,0.0,100.0,0.0,749.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,2.0,2554.27,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
male,1978.0218472853128,100.0,0.0,1314.13,2.0,100.0,0.0,2607.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,3021.42,2.0,0.0,0.0,0.0,0.0,100.0,0.0,3045.4,1.0,742.0,2.0,742.0,2.0,100.0,0.0,2725.35,2.0,100.0,0.0,2796.12,2.0,100.0,0.0,3476.13,2.0,100.0,0.0,420.79,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1984.0,0.0,0.0,0.0,0.0,100.0,0.0,1404.25,1.0,262.0,1.0,436.42,2.0,670.09,1.0,2023.39,3.0,100.0,0.0,2718.33,2.0,100.0,0.0,2527.18,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
male,1992.0,2191.99,1.0,8128.99,4.0,5290.54,4.0,15587.77,10.0,4992.12,3.0,7541.56,6.0,2704.39,1.0,10200.03,4.0,100.0,0.0,7098.81,2.0,1649.22,2.0,3752.02,3.0,7775.92,2.0,7775.92,2.0,100.0,0.0,5160.24,4.0,1742.19,1.0,6019.43,4.0,100.0,0.0,3254.2,2.0,2122.4,1.0,2122.4,1.0,4186.96,2.0,7974.12,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1997.0,1283.53,1.0,4303.64,6.0,100.0,0.0,2366.17,3.0,550.66,1.0,4386.16,5.0,0.0,0.0,0.0,0.0,406.96,1.0,3932.94,5.0,100.0,0.0,5843.05,3.0,100.0,0.0,7796.14,7.0,100.0,0.0,3963.37,3.0,100.0,0.0,2683.66,2.0,100.0,0.0,3852.77,2.0,0.0,0.0,0.0,0.0,100.0,0.0,1535.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,7002.13,2.0,277.0,1.0,277.0,1.0,3888.92,1.0,6211.18,3.0,9339.87,6.0,9339.87,6.0,13610.94,5.0,14134.97,6.0,8089.32,2.0,9361.32,3.0,9707.55,5.0,9707.55,5.0,13980.72,5.0,13980.72,5.0,19839.45,4.0,22876.32,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1826.89,2.0,4053.17,4.0,0.0,0.0,0.0,0.0,100.0,0.0,167.5,1.0,0.0,0.0,0.0,0.0,3077.5,1.0,3077.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
male,1975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2279.05,2.0,2279.05,2.0,8477.52,1.0,10771.02,2.0,100.0,0.0,289.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651.7,1.0,9539.94,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
female,1962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2800.15,1.0,100.0,0.0,2149.13,2.0,100.0,0.0,3634.99,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
male,1963.0,0.0,0.0,0.0,0.0,1527.03,2.0,3439.69,3.0,1187.5,1.0,1187.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2033.5,1.0,2033.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
female,1975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840.49,1.0,4560.49,2.0,100.0,0.0,9397.49,4.0,100.0,0.0,1187.5,2.0,5991.1,1.0,13716.04,4.0,2308.3,1.0,3478.3,2.0,4035.7,1.0,16590.07,3.0,3516.4,2.0,10141.9,4.0,1631.13,1.0,9992.94,2.0,0.0,0.0,0.0,0.0,5890.0,1.0,14348.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1984.0,857.5,1.0,5460.42,5.0,5076.25,4.0,8777.11,7.0,4816.06,5.0,5819.67,6.0,334.75,2.0,3390.23,8.0,2869.35,3.0,10183.66,10.0,4275.99,2.0,4507.29,3.0,6782.25,3.0,8415.66,6.0,4034.53,3.0,4034.53,3.0,7151.65,3.0,7232.65,4.0,2900.5,1.0,4801.75,2.0,1210.0,1.0,13324.29,5.0,10469.74,4.0,11030.01,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1977.0,3708.6,4.0,16980.11,14.0,3637.0,3.0,10128.25,8.0,2995.0,2.0,3737.5,3.0,5633.5,4.0,11659.29,11.0,4283.5,2.0,14121.31,14.0,1366.0,2.0,4887.84,10.0,580.0,1.0,3984.25,2.0,2567.5,1.0,7126.87,4.0,100.0,0.0,1111.0,1.0,100.0,0.0,212.5,1.0,4876.78,2.0,9623.53,8.0,2046.25,3.0,3628.75,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1958.0,100.0,0.0,2301.13,2.0,100.0,0.0,1111.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2110.08,2.0,100.0,0.0,3076.02,1.0,0.0,0.0,0.0,0.0,1228.33,1.0,3023.63,4.0,100.0,0.0,411.25,1.0,100.0,0.0,143.01,1.0,718.75,1.0,718.75,1.0,100.0,0.0,1292.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1975.0,100.0,0.0,4664.5,2.0,2617.18,1.0,3987.16,2.0,1013.5,1.0,1013.5,1.0,4879.0,1.0,13449.52,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.5,1.0,1647.96,2.0,0.0,0.0,0.0,0.0,100.0,0.0,6897.22,1.0,100.0,0.0,5827.08,2.0,100.0,0.0,18403.3,4.0,100.0,0.0,1206.49,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1969.0,9873.33,2.0,54848.79,6.0,15909.12,3.0,32582.34,6.0,10960.53,1.0,54186.27,5.0,12373.08,1.0,56108.34,4.0,7826.2,1.0,49976.91,5.0,12272.59,2.0,67371.17,6.0,3678.25,3.0,81412.18,11.0,100.0,0.0,74874.64,10.0,4718.07,1.0,56737.35,7.0,5993.26,2.0,27906.79,7.0,9989.86,1.0,63865.96,5.0,12863.98,1.0,103979.59,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1974.0,4449.3,6.0,5079.3,10.0,2611.69,3.0,5618.46,12.0,1128.25,2.0,2320.54,4.0,100.0,0.0,322.63,1.0,1576.5,5.0,3045.0,8.0,100.0,0.0,2443.75,4.0,4938.66,3.0,5819.16,5.0,1832.16,2.0,17197.51,6.0,962.59,2.0,2150.67,6.0,3813.72,4.0,5545.5,8.0,2774.71,6.0,5952.33,13.0,475.0,1.0,4164.78,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1974.0,2605.0,2.0,4578.25,4.0,7628.5,4.0,28660.25,8.0,637.0,1.0,25785.48,7.0,21274.72,3.0,25899.42,5.0,100.0,0.0,4091.53,2.0,19829.57,3.0,23797.69,6.0,100.0,0.0,19509.84,5.0,100.0,0.0,27346.92,7.0,100.0,0.0,4593.54,3.0,2702.5,3.0,25858.57,10.0,1322.5,1.0,10475.56,5.0,100.0,0.0,22621.14,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1968.0,30657.25,2.0,30657.25,2.0,0.0,0.0,0.0,0.0,29654.95,2.0,32059.45,4.0,8462.5,4.0,10562.5,5.0,32340.52,2.0,32340.52,2.0,100.0,0.0,2215.0,2.0,18434.5,1.0,37388.82,2.0,7247.5,2.0,9530.5,4.0,31499.5,3.0,31499.5,3.0,3100.0,1.0,3100.0,1.0,1150.0,1.0,1150.0,1.0,27019.0,1.0,28894.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1967.0,1431.25,1.0,14611.47,5.0,5761.27,2.0,8445.54,4.0,3240.0,1.0,5568.09,3.0,2117.05,1.0,4968.75,3.0,4762.33,4.0,22536.84,9.0,2609.13,1.0,4445.13,2.0,100.0,0.0,1833.73,1.0,1851.25,2.0,3946.75,3.0,3429.92,1.0,6966.51,2.0,983.5,1.0,3385.73,3.0,4170.33,1.0,4170.33,1.0,5905.45,2.0,10227.61,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1959.0,100.0,0.0,17405.88,3.0,2791.9,1.0,17343.43,5.0,3054.81,1.0,10581.16,2.0,6087.04,2.0,9814.83,3.0,4499.46,1.0,12148.12,4.0,2732.04,2.0,23197.95,5.0,6252.24,1.0,29421.97,6.0,1650.73,2.0,25268.61,6.0,6579.31,2.0,35566.74,8.0,971.38,2.0,5168.35,6.0,4676.49,2.0,28015.3,4.0,9769.26,2.0,13832.31,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1990.0,11367.33,3.0,11367.33,3.0,8522.89,3.0,10925.89,4.0,10013.2,2.0,10013.2,2.0,6146.59,1.0,14538.19,2.0,4892.34,1.0,4892.34,1.0,5556.61,1.0,5556.61,1.0,16255.75,2.0,19543.96,3.0,5458.64,2.0,13290.88,4.0,2970.16,1.0,9844.86,3.0,15038.24,4.0,17643.19,5.0,12127.59,4.0,12127.59,4.0,11174.8,3.0,11174.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1982.0,100.0,0.0,2839.0,1.0,1120.0,2.0,4671.4,4.0,2151.9,1.0,5724.66,3.0,4765.0,3.0,12444.3,8.0,1161.75,1.0,2444.49,4.0,939.52,1.0,12544.75,6.0,4061.97,2.0,11360.62,5.0,100.0,0.0,4239.85,4.0,3448.0,2.0,20799.43,7.0,2080.0,2.0,4673.97,6.0,2158.0,2.0,2605.0,3.0,370.0,1.0,10512.94,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1980.0,100.0,0.0,2863.09,3.0,100.0,0.0,4542.64,2.0,0.0,0.0,0.0,0.0,2543.98,1.0,5483.98,2.0,100.0,0.0,4414.75,1.0,100.0,0.0,8012.82,4.0,100.0,0.0,1480.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,2699.5,2.0,100.0,0.0,2776.93,2.0,1097.5,1.0,3557.5,2.0,4889.35,2.0,11216.43,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1990.0,15235.75,4.0,27794.36,10.0,7128.64,6.0,28582.23,14.0,759.34,2.0,16229.01,10.0,24358.6,5.0,30648.45,9.0,8887.21,1.0,20843.23,7.0,7318.8,4.0,15961.8,8.0,5158.15,3.0,9850.93,5.0,1457.5,1.0,3440.11,3.0,6580.18,4.0,6580.18,4.0,940.0,1.0,3152.5,3.0,6542.91,2.0,6542.91,2.0,2377.0,1.0,2377.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1959.0,535.0,1.0,1652.5,2.0,0.0,0.0,0.0,0.0,100.0,0.0,7262.86,3.0,3330.25,1.0,3942.89,3.0,0.0,0.0,0.0,0.0,100.0,0.0,2410.52,1.0,0.0,0.0,0.0,0.0,100.0,0.0,2477.86,1.0,1655.79,2.0,1655.79,2.0,0.0,0.0,0.0,0.0,100.0,0.0,340.0,1.0,3887.15,2.0,7561.39,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1342.0,1.0,1342.0,1.0,401.5,1.0,1212.58,3.0,0.0,0.0,0.0,0.0,100.0,0.0,1572.25,1.0,1093.75,2.0,1210.11,3.0,100.0,0.0,3305.47,3.0,616.75,1.0,616.75,1.0,244.0,1.0,244.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1979.0,0.0,0.0,0.0,0.0,2321.5,2.0,2321.5,2.0,100.0,0.0,1721.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,898.89,1.0,7856.91,2.0,9156.22,2.0,18436.7,5.0,0.0,0.0,0.0,0.0,100.0,0.0,3148.0,1.0,1973.34,1.0,4811.25,2.0,6466.3,2.0,6466.3,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1956.0,100.0,0.0,416.5,1.0,100.0,0.0,1142.5,1.0,100.0,0.0,2477.5,1.0,100.0,0.0,4872.33,2.0,100.0,0.0,1712.5,1.0,100.0,0.0,1921.12,2.0,100.0,0.0,1477.45,1.0,100.0,0.0,1359.63,1.0,100.0,0.0,2679.04,2.0,2599.75,1.0,2599.75,1.0,100.0,0.0,2570.5,1.0,100.0,0.0,2131.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1996.0,0.0,0.0,0.0,0.0,1999.0,1.0,1999.0,1.0,3632.5,2.0,4213.75,3.0,100.0,0.0,895.0,1.0,100.0,0.0,1242.25,1.0,100.0,0.0,1876.75,1.0,100.0,0.0,1855.75,2.0,1418.5,2.0,1418.5,2.0,100.0,0.0,1462.75,1.0,0.0,0.0,0.0,0.0,100.0,0.0,3819.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.5,1.0,3512.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,1.0,415.0,1.0,2090.01,1.0,2090.01,1.0,2215.0,1.0,2215.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
female,1986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,20865.49,3.0,100.0,0.0,17593.53,3.0,18158.68,1.0,18158.68,1.0,16782.11,2.0,20898.27,5.0,0.0,0.0,0.0,0.0,934.0,1.0,6038.5,2.0,4595.02,2.0,9624.55,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,12621.34,2.0,100.0,0.0,3025.0,1.0,10901.97,3.0,10901.97,3.0,4217.5,1.0,5875.0,3.0,1217.5,1.0,1498.75,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1950.0,4214.55,3.0,5422.48,5.0,317.98,1.0,317.98,1.0,0.0,0.0,0.0,0.0,3480.28,2.0,5242.06,3.0,2525.26,4.0,2525.26,4.0,181.0,1.0,181.0,1.0,100.0,0.0,2427.72,1.0,100.0,0.0,2828.02,2.0,100.0,0.0,1992.43,2.0,1295.8,1.0,16730.05,3.0,4949.8,2.0,36420.0,6.0,29113.33,3.0,38283.46,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1969.0,15533.2,4.0,47259.13,11.0,30676.56,4.0,53310.69,12.0,5096.95,5.0,51504.33,24.0,19306.86,6.0,44858.14,11.0,15613.72,5.0,49011.63,17.0,16804.78,3.0,47917.71,16.0,38691.45,8.0,57180.79,15.0,29565.61,6.0,32569.3,10.0,36528.64,5.0,52909.24,10.0,13983.93,3.0,31100.49,13.0,23422.18,6.0,47999.37,16.0,11806.41,7.0,43866.46,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1947.0,3306.67,2.0,3306.67,2.0,100.0,0.0,3514.63,1.0,100.0,0.0,14340.87,2.0,5680.53,1.0,5680.53,1.0,4667.53,1.0,4667.53,1.0,0.0,0.0,0.0,0.0,5656.83,2.0,9726.87,5.0,8754.61,1.0,9134.07,2.0,8255.23,1.0,8417.23,2.0,1288.57,1.0,2241.07,2.0,2682.64,1.0,2682.64,1.0,2873.27,1.0,4309.77,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1963.0,3944.38,3.0,4541.76,4.0,3767.44,2.0,9593.05,5.0,1913.53,1.0,5007.78,3.0,2301.54,1.0,8945.83,4.0,4841.2,2.0,11445.31,6.0,722.5,1.0,11586.21,5.0,0.0,0.0,0.0,0.0,100.0,0.0,5335.96,3.0,3431.5,1.0,3431.5,1.0,5930.39,4.0,13799.08,10.0,1375.59,2.0,7537.34,7.0,3377.22,2.0,5330.08,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1990.0,100.0,0.0,10367.37,7.0,5804.97,3.0,15425.86,8.0,100.0,0.0,8583.82,5.0,1202.5,1.0,12140.65,9.0,4414.0,3.0,18963.99,9.0,1538.5,1.0,9784.75,8.0,100.0,0.0,4875.82,4.0,9336.15,3.0,16008.56,7.0,10637.65,4.0,12334.74,5.0,9053.35,5.0,16887.15,9.0,2509.77,3.0,10054.45,8.0,3601.72,1.0,21214.27,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1983.0,2505.46,1.0,34210.57,4.0,8375.62,1.0,27241.18,6.0,100.0,0.0,9814.06,1.0,100.0,0.0,9304.47,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12947.44,4.0,41216.2,13.0,12102.52,2.0,42159.35,9.0,28011.72,4.0,45367.39,8.0,14030.62,3.0,51906.96,8.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
male,1985.0,100.0,0.0,3662.5,1.0,100.0,0.0,5793.25,1.0,100.0,0.0,1511.5,1.0,100.0,0.0,5164.0,1.0,100.0,0.0,2380.0,2.0,100.0,0.0,8229.25,2.0,100.0,0.0,6802.0,1.0,100.0,0.0,2947.0,1.0,100.0,0.0,2564.5,1.0,100.0,0.0,6870.25,2.0,100.0,0.0,10234.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,1973.0,0.0,0.0,0.0,0.0,3684.25,2.0,4944.25,3.0,3564.65,1.0,3564.65,1.0,4147.83,2.0,4147.83,2.0,0.0,0.0,0.0,0.0,3188.07,1.0,3188.07,1.0,7304.5,1.0,7304.5,1.0,0.0,0.0,0.0,0.0,100.0,0.0,252.54,1.0,0.0,0.0,0.0,0.0,592.75,1.0,592.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,1980.0,100.0,0.0,8342.95,4.0,6980.02,3.0,11235.57,5.0,100.0,0.0,3213.39,1.0,1712.05,2.0,14387.02,7.0,14396.76,4.0,33587.46,8.0,1075.0,1.0,4974.27,4.0,3840.94,3.0,7196.44,5.0,15722.24,2.0,18672.95,5.0,100.0,0.0,13531.03,5.0,100.0,0.0,10998.54,5.0,2693.31,2.0,6071.35,4.0,11513.92,4.0,34773.09,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
